,Authors,Normalised Authors,Author Gender,Author Nationality,Author Birth,Author Death,Author Info Source,Author Info Found,Number of books by author
2021,"Thomas, Rowland",Rowland Thomas,male,,1879.0,1698.0,"OpenLibrary, Wikidata",True,1
2022,"Brainerd, Eleanor Hoyt",Eleanor Hoyt Brainerd,female,American,1868.0,1942.0,"Wikipedia, OpenLibrary",True,1
2023,"Field, George Blackstone",George Blackstone Field,,,1883.0,1952.0,OpenLibrary,True,1
2024,"Walsh, A. Stewart (Alexander Stewart)",Alexander Stewart Walsh,,,,,,False,1
2025,"Haviland-Taylor, Katharine",Katharine Haviland-Taylor,female,American,1891.0,1941.0,Wikipedia,True,1
2026,"Escott, T. H. S. (Thomas Hay Sweet)",Thomas Hay Sweet Escott,male,English,1844.0,1924.0,"Wikipedia, OpenLibrary, Wikidata",True,1
2027,"Meloney, William Brown",William Brown Meloney,male,United States,1878.0,1925.0,"OpenLibrary, Wikidata",True,1
2028,"Barclay, Florence L. (Florence Louisa)",Florence Louisa Barclay,female,English,1862.0,1921.0,"Wikipedia, Wikidata",True,1
2029,"Carr-Harris, Bertha",Bertha Carr-Harris,female,,1863.0,1949.0,"OpenLibrary, Wikidata",True,1
2030,"Cornford, Frances Darwin",Frances Darwin Cornford,,English,1886.0,1960.0,Wikipedia,True,1
2031,"Judson, Jeanne",Jeanne Judson,female,American,1890.0,1981.0,"Wikipedia, OpenLibrary, Wikidata",True,1
2032,"Besier, Rudolf",Rudolf Besier,male,United Kingdom,1878.0,1942.0,"OpenLibrary, Wikidata",True,1
2033,"Lockwood, Ingersoll",Ingersoll Lockwood,male,American,1841.0,1918.0,Wikipedia,True,1
2034,"Barry, John Arthur",John Arthur Barry,male,Australia,1850.0,1911.0,"OpenLibrary, Wikidata",True,1
2035,"Conwell, Russell H.",Russell H. Conwell,male,American,1843.0,1925.0,Wikipedia,True,1
2036,"Wolff, Adolf",Adolf Wolff,male,Kingdom of Württemberg,1883.0,1944.0,"Wikipedia, Wikidata",True,1
2037,"Reynolds, Mack",Mack Reynolds,male,American,1917.0,1983.0,"Wikipedia, OpenLibrary",True,1
2038,"Floyd, Silas Xavier",Silas Xavier Floyd,male,American,1869.0,1923.0,"Wikipedia, OpenLibrary",True,1
2039,"Hopf, Alice L. (Alice Lightner)",Alice Lightner Hopf,female,American,1904.0,1988.0,Wikipedia,True,1
2040,"Williams, Max",Max Williams,male,United States,1930.0,2025.0,"OpenLibrary, Wikidata",True,1
2041,"Burr, E. F. (Enoch Fitch)",Enoch Fitch Burr,male,American,1818.0,1907.0,"Wikipedia, OpenLibrary",True,1
2042,"Fyfe, H. B. (Horace Bowne)",Horace Bowne Fyfe,,,,,,False,1
2043,"Schayer, Julia Thompson von Stosch",Julia Thompson von Stosch Schayer,female,American,1840.0,1928.0,"Wikipedia, OpenLibrary",True,1
2044,"MacNamara, Brinsley",Brinsley MacNamara,male,Irish,1890.0,1963.0,"Wikipedia, OpenLibrary",True,1
2045,"Hannan, Charles",Charles Hannan,male,British,1971.0,1922.0,"Wikipedia, Wikidata",True,1
2046,"McLennan, William",William McLennan,male,Australian,1958.0,2006.0,Wikipedia,True,1
2047,"Charles, Elizabeth Rundle",Elizabeth Rundle Charles,female,English,1828.0,1896.0,"Wikipedia, OpenLibrary",True,1
2048,"Nathan, George Jean ",George Jean Nathan,male,United States,1882.0,1958.0,Wikidata,True,1
2049," Mencken, H. L. (Henry Louis)",Henry Louis Mencken,male,"American, English",1880.0,1956.0,Wikipedia,True,1
2050,"Sitwell, Osbert",Osbert Sitwell,male,English,1892.0,1969.0,Wikipedia,True,1
2051,"Cumberland, Gerald",Gerald Cumberland,male,British,1879.0,1926.0,"Wikipedia, Wikidata",True,1
2052,"Benson, Margaret",Margaret Benson,female,"British, English",1865.0,1916.0,Wikipedia,True,1
2053,"Spalding, Phebe Estelle",Phebe Estelle Spalding,female,"American, English",1859.0,1937.0,"Wikipedia, OpenLibrary",True,1
2054,"Willard, Charles Dwight",Charles Dwight Willard,female,American,1866.0,1914.0,"Wikipedia, OpenLibrary",True,1
2055,"Repp, Ed Earl",Ed Earl Repp,male,American,1901.0,1979.0,"Wikipedia, Wikidata",True,1
2056,"Knox, Thomas Wallace",Thomas Wallace Knox,male,American,1835.0,1896.0,"Wikipedia, OpenLibrary",True,1
2057,"Britton, Henry",Henry Britton,male,Australia,1843.0,1938.0,Wikidata,True,1
2058,"Macfall, Haldane",Haldane Macfall,male,British,1860.0,1926.0,Wikipedia,True,1
2059,"Lee, Ida",Ida Lee,female,Australian,1865.0,1943.0,"Wikipedia, Wikidata",True,1
2060,"Munroe, Kirk",Kirk Munroe,male,American,1850.0,1930.0,"Wikipedia, OpenLibrary, Wikidata",True,1
2061,"Peacock, Wilbur S.",Wilbur S. Peacock,male,,1915.0,1979.0,Wikidata,True,1
2062,"Dowden, Edward",Edward Dowden,male,Irish,1843.0,1913.0,"Wikipedia, OpenLibrary, Wikidata",True,1
2063,"Millet, Francis Davis",Francis Davis Millet,male,American,1848.0,1912.0,"Wikipedia, Wikidata",True,1
2064,"Crane, Nathalia",Nathalia Crane,female,"American, British, English",1913.0,1998.0,"Wikipedia, OpenLibrary",True,1
2065,"Dixon, Frederick A. (Frederick Augustus)",Frederick Augustus Dixon,male,"British, British-American",1825.0,1908.0,Wikipedia,True,1
2066,"Corbett, Julian Stafford",Julian Stafford Corbett,,,1854.0,1922.0,OpenLibrary,True,1
2067,"Warner, Anna Bartlett",Anna Bartlett Warner,female,American,1824.0,1915.0,"Wikipedia, OpenLibrary",True,1
2068,"Clarke, Ernest",Ernest Clarke,male,English,1856.0,1923.0,"Wikipedia, OpenLibrary",True,1
2069,"Farrer, Reginald",Reginald Farrer,male,English,1880.0,1920.0,"OpenLibrary, Wikidata",True,1
2070,"Demuth, Charles",Charles Demuth,,,1883.0,1935.0,OpenLibrary,True,1
2071,"Yeats, John Butler",John Butler Yeats,male,"Ireland, United Kingdom, Irish Free State",1839.0,1922.0,"OpenLibrary, Wikidata",True,1
2072,Sui Sin Far,Sui Sin Far,female,"Canadian, American",1865.0,1914.0,"Wikipedia, OpenLibrary",True,1
2073,"Loomis, Charles Battell",Charles Battell Loomis,male,American,1861.0,1911.0,"Wikipedia, Wikidata",True,1
2074,"Kreymborg, Alfred",Alfred Kreymborg,male,American,1883.0,1966.0,"Wikipedia, OpenLibrary, Wikidata",True,1
2075,"Loch, Sydney",Sydney Loch,male,Australian,1889.0,1954.0,"Wikipedia, OpenLibrary, Wikidata",True,1
2076,"Traubel, Horace",Horace Traubel,male,American,1858.0,1919.0,"Wikipedia, OpenLibrary",True,1
2077,"Lacy, Ernest",Ernest Lacy,male,,1863.0,1916.0,"OpenLibrary, Wikidata",True,1
2078,"Bosanquet, Theodora",Theodora Bosanquet,female,British,1880.0,1961.0,Wikipedia,True,1
2079,"Cronyn, George W. (George William)",George William Cronyn,male,American,1888.0,1969.0,"Wikipedia, OpenLibrary, Wikidata",True,1
2080,"Coolbrith, Ina D. (Ina Donna)",Ina Donna Coolbrith,female,American,1841.0,1928.0,Wikipedia,True,1
2081,"dePina, Albert",Albert dePina,,,,,,False,1
2082,"Mason, Caroline Atwater",Caroline Atwater Mason,female,American,1853.0,1939.0,"Wikipedia, OpenLibrary, Wikidata",True,1
2083,"Kinkaid, Mary Holland",Mary Holland Kinkaid,female,American,1861.0,1948.0,"Wikipedia, OpenLibrary, Wikidata",True,1
2084,"Goodman, Kenneth Sawyer",Kenneth Sawyer Goodman,male,,1883.0,1918.0,"OpenLibrary, Wikidata",True,1
2085,"Hammond, Lily Hardy",Lily Hardy Hammond,female,,1859.0,1925.0,"OpenLibrary, Wikidata",True,1
2086,"Pace, Tom",Tom Pace,,,,,,False,1
2087,"Walling, R. A. J. (Robert Alfred John)",Robert Alfred John Walling,male,English,1869.0,1949.0,"Wikipedia, OpenLibrary, Wikidata",True,1
2088,"Gurney, Ivor",Ivor Gurney,male,English,1890.0,1937.0,Wikipedia,True,1
2089,"Peers, E. Allison (Edgar Allison)",Edgar Allison Peers,male,English,1891.0,1952.0,"OpenLibrary, Wikidata",True,1
2090,"Blaze de Bury, Fernande",Fernande Blaze de Bury,female,France,1854.0,1931.0,Wikidata,True,1
2091,"Collins, John",John Collins,male,United Kingdom,1625.0,1683.0,"OpenLibrary, Wikidata",True,1
2092,"Maurois, André",André Maurois,male,French,1885.0,1967.0,"Wikipedia, Wikidata",True,1
2093,"Bradbury, Ray",Ray Bradbury,male,American,1920.0,2012.0,Wikipedia,True,1
2094,"Preston, Laura",Laura Preston,female,United Kingdom,1846.0,,"OpenLibrary, Wikidata",True,1
2095,"Fraser, Hugh, Mrs.","Hugh, Fraser",female,English,,1922.0,"Wikipedia, OpenLibrary",True,1
2096,"Morris, Clara",Clara Morris,female,United States,1921.0,2010.0,Wikidata,True,1
2097,"Martin, George",George Martin,male,United States,1939.0,,"OpenLibrary, Wikidata",True,1
2098,"Cunliffe-Owen, Marguerite",Marguerite Cunliffe-Owen,female,French,1859.0,1927.0,"Wikipedia, Wikidata",True,1
2099,"Beresford, Charles Edward de la Poer",Charles Edward de la Poer Beresford,male,,1850.0,1921.0,Wikidata,True,1
2100,"Higginson, Ella",Ella Higginson,female,American,1862.0,1940.0,"Wikipedia, OpenLibrary",True,1
2101,"Bixby, Jerome",Jerome Bixby,male,American,1923.0,1998.0,"Wikipedia, OpenLibrary",True,1
2102,"Adams, Francis",Francis Adams,male,"American, British",1807.0,1886.0,"Wikipedia, Wikidata",True,1
2103,"Grimké, Angelina Weld",Angelina Weld Grimké,female,American,1880.0,1958.0,"Wikipedia, Wikidata",True,1
2104,"Furst, Clyde",Clyde Furst,,,1873.0,,OpenLibrary,True,1
2105,"Taylor, Bert Leston ",Bert Leston Taylor,male,American,1866.0,1921.0,"Wikipedia, OpenLibrary, Wikidata",True,1
2106," Thoits, Alvin T.",Alvin T. Thoits,,,,,,False,1
2107,"Philip, Alex",Alex Philip,male,United States,1882.0,1968.0,"OpenLibrary, Wikidata",True,1
2108,"Wilder, Marshall P. (Marshall Pinckney)",Marshall Pinckney Wilder,male,United States,1859.0,1915.0,"OpenLibrary, Wikidata",True,1
2109,"Brereton, F. S. (Frederick Sadleir)",Frederick Sadleir Brereton,male,British,1872.0,1957.0,"Wikipedia, OpenLibrary",True,1
2110,"Moreton, Marshall",Marshall Moreton,,,1854.0,,OpenLibrary,True,1
2111,"Lamb, Harold",Harold Lamb,male,American,1892.0,1962.0,Wikipedia,True,1
2112,"Neilson, Francis",Francis Neilson,male,"British, American",1867.0,1961.0,"Wikipedia, OpenLibrary",True,1
2113,"Chesney, George Tomkyns",George Tomkyns Chesney,male,British,1830.0,1895.0,"Wikipedia, OpenLibrary",True,1
2114,"Chesterton, Cecil",Cecil Chesterton,male,English,1879.0,1918.0,Wikipedia,True,1
2115,"Mirrlees, Hope",Hope Mirrlees,female,British,1887.0,1978.0,Wikipedia,True,1
2116,"Eldridge, George Dyre",George Dyre Eldridge,male,,1848.0,1928.0,"OpenLibrary, Wikidata",True,1
2117,"Wilson, Woodrow",Woodrow Wilson,male,United States,1856.0,1924.0,"OpenLibrary, Wikidata",True,1
2118,"Weston, Jessie L. (Jessie Laidlay)",Jessie Laidlay Weston,male,"United Kingdom, United Kingdom of Great Britain and Ireland",1850.0,1928.0,"OpenLibrary, Wikidata",True,1
2119,"Allen, Hervey",Hervey Allen,male,American,1889.0,1949.0,Wikipedia,True,1
2120,"Sellar, Robert",Robert Sellar,male,United Kingdom of Great Britain and Ireland,1841.0,1919.0,"OpenLibrary, Wikidata",True,1
2121,"Thomson, Basil",Basil Thomson,male,"British, Irish",1861.0,1939.0,"Wikipedia, OpenLibrary",True,1
2122,"Davis, Oscar K. (Oscar King)",Oscar King Davis,male,,1866.0,,OpenLibrary,True,1
2123,"Johnson, Lionel",Lionel Johnson,male,English,1867.0,1902.0,"Wikipedia, OpenLibrary, Wikidata",True,1
2124,"Marlowe, Stephen",Stephen Marlowe,male,American,1928.0,2008.0,"Wikipedia, OpenLibrary",True,1
2125,"Gerberding, Elizabeth",Elizabeth Gerberding,female,United States,1857.0,1937.0,"OpenLibrary, Wikidata",True,1
2126,"Hall, Florence Howe",Florence Howe Hall,female,American,1845.0,1922.0,Wikipedia,True,1
2127,"Terhune, Albert Payson",Albert Payson Terhune,male,American,1872.0,1942.0,"Wikipedia, OpenLibrary",True,1
2128,"Nathan, George Jean",George Jean Nathan,male,United States,1882.0,1958.0,Wikidata,True,1
2129,"Carr, J. Comyns (Joseph Comyns)",Joseph Comyns Carr,,"British, English",1849.0,1916.0,"Wikipedia, OpenLibrary",True,1
2130,"Vernon, Harry M. ",Harry M. Vernon,male,United States,1878.0,1942.0,"OpenLibrary, Wikidata",True,1
2131," Miln, Louise Jordan ",Louise Jordan Miln,female,American,1864.0,1933.0,"Wikipedia, OpenLibrary, Wikidata",True,1
2132," Owen, Harold",Harold Owen,male,English,1897.0,1971.0,Wikipedia,True,1
2133,"Brinton, Howard Futhey",Howard Futhey Brinton,,,1872.0,,OpenLibrary,True,1
2134,"Lambourne, Alfred",Alfred Lambourne,male,"American, English",1850.0,1926.0,"Wikipedia, OpenLibrary",True,1
2135,"Henderson, Elliott Blaine",Elliott Blaine Henderson,,American,1938.0,,Wikipedia,True,1
2136,"Stow, Marion Cook",Marion Cook Stow,female,United States,1875.0,1910.0,"OpenLibrary, Wikidata",True,1
2137,"Eddison, Eric Rücker",Eric Rücker Eddison,male,"British, English",1935.0,1958.0,Wikipedia,True,1
2138,"Kittredge, Daniel Wright",Daniel Wright Kittredge,male,,1879.0,1958.0,OpenLibrary,True,1
2139,"Strobridge, Idah Meacham",Idah Meacham Strobridge,female,American,1855.0,1932.0,"Wikipedia, Wikidata",True,1
2140,"Rolfe, Frederick",Frederick Rolfe,male,"British, English",1860.0,1913.0,"Wikipedia, Wikidata",True,1
2141,"Browne, George Waldo",George Waldo Browne,male,,1851.0,1930.0,"OpenLibrary, Wikidata",True,1
2142,"Mentor, Lillian Frances",Lillian Frances Mentor,female,United States,,,Wikidata,True,1
2143,"Russell, Frances Theresa",Frances Theresa Russell,female,"American, English",1873.0,1936.0,"Wikipedia, OpenLibrary",True,1
2144,"Austin, Jane G. (Jane Goodwin)",Jane Goodwin Austin,female,American,1831.0,1894.0,"Wikipedia, OpenLibrary",True,1
2145,"Pollock, Frank Lillie",Frank Lillie Pollock,male,Canadian,1876.0,,Wikipedia,True,1
2146,"Bourne, Randolph Silliman",Randolph Silliman Bourne,male,American,1886.0,1918.0,Wikipedia,True,1
2147,"Woods, Katharine Pearson",Katharine Pearson Woods,female,American,1853.0,1923.0,"Wikipedia, OpenLibrary, Wikidata",True,1
2148,"Empey, Arthur Guy",Arthur Guy Empey,male,"American, British",1883.0,1963.0,Wikipedia,True,1
2149,"Travers, Graham",Graham Travers,male,British,1922.0,1994.0,Wikipedia,True,1
2150,"Gunter, Archibald Clavering",Archibald Clavering Gunter,male,British-American,1847.0,1907.0,"Wikipedia, OpenLibrary",True,1
2151,"Child, Lydia Maria",Lydia Maria Child,female,American,1802.0,1880.0,Wikipedia,True,1
2152,"Birkmaier, Elizabeth G.",Elizabeth G. Birkmaier,female,American,1847.0,1912.0,"Wikipedia, OpenLibrary",True,1
2153,"Rutter, Owen",Owen Rutter,male,English,1889.0,1944.0,"Wikipedia, OpenLibrary, Wikidata",True,1
2154,"Smith, George O. (George Oliver)",George Oliver Smith,male,American,1911.0,1981.0,"Wikipedia, OpenLibrary, Wikidata",True,1
2155,"Gray, David",David Gray,male,United Kingdom,1870.0,1968.0,"OpenLibrary, Wikidata",True,1
2156,"Wait, Frona Eunice",Frona Eunice Wait,female,American,1859.0,1946.0,Wikipedia,True,1
2157,"Donovan, Dick",Dick Donovan,male,"United Kingdom, United Kingdom of Great Britain and Ireland",1843.0,1934.0,"OpenLibrary, Wikidata",True,1
2158,"Odell, Samuel W.",Samuel W. Odell,male,United States,1864.0,1948.0,"OpenLibrary, Wikidata",True,1
2159,"Kiddier, William",William Kiddier,male,"United Kingdom, United Kingdom of Great Britain and Ireland",1859.0,1934.0,"OpenLibrary, Wikidata",True,1
2160,"Marryat, Florence",Florence Marryat,female,"British, English",1833.0,1899.0,Wikipedia,True,1
2161,"Balmer, Edwin",Edwin Balmer,male,American,1883.0,1959.0,"Wikipedia, Wikidata",True,1
2162,"Muddock, J. E. (Joyce Emmerson)",Joyce Emmerson Muddock,male,British,1843.0,1934.0,Wikipedia,True,1
2163,"Barton, Samuel",Samuel Barton,male,American,1749.0,1810.0,Wikipedia,True,1
2164,"Carter, Nicholas (House name)",House name Carter,,,,,,False,1
2165,"Alden, W. L. (William Livingston)",William Livingston Alden,male,American,1837.0,1908.0,Wikipedia,True,1
2166,"McCreagh, Gordon",Gordon McCreagh,,,,,,False,1
2167,"Everett-Green, Evelyn",Evelyn Everett-Green,female,English,1856.0,1932.0,Wikipedia,True,1
2168,"Gouraud, Aimée Crocker",Aimée Crocker Gouraud,female,American,1864.0,1941.0,Wikipedia,True,1
2169,"Noble, Alden Charles",Alden Charles Noble,male,United States,1880.0,1942.0,"OpenLibrary, Wikidata",True,1
2170,"Phillipps-Wolley, Clive",Clive Phillipps-Wolley,male,"British, Canadian",1854.0,1918.0,"Wikipedia, OpenLibrary",True,1
2171,"Bradby, G. F. (Godfrey Fox)",Godfrey Fox Bradby,male,,1863.0,1947.0,"OpenLibrary, Wikidata",True,1
2172,"Holding, Elisabeth Sanxay",Elisabeth Sanxay Holding,female,American,1889.0,1955.0,Wikipedia,True,1
2173,"Edwards, Julia",Julia Edwards,,,,,,False,1
2174,"Stratemeyer, Edward",Edward Stratemeyer,male,American,1862.0,1930.0,"Wikipedia, OpenLibrary",True,1
2175,"Hopkins, Pauline E. (Pauline Elizabeth)",Pauline Elizabeth Hopkins,female,American,1859.0,1930.0,Wikipedia,True,1
2176,"Stiles, Kate R.",Kate R. Stiles,male,"American, Canadian",1959.0,,Wikipedia,True,1
2177,"Donnelly, Eleanor C. (Eleanor Cecilia)",Eleanor Cecilia Donnelly,female,American,1838.0,1917.0,Wikipedia,True,1
2178,"Stuart, Eleanor",Eleanor Stuart,female,American,1876.0,,"Wikipedia, OpenLibrary, Wikidata",True,1
2179,"Mason, Eveleen Laura",Eveleen Laura Mason,female,American,1838.0,1914.0,"Wikipedia, Wikidata",True,1
2180,Duchess,Duchess,female,France,1855.0,1897.0,"OpenLibrary, Wikidata",True,1
2181,"Arthur, T. S. (Timothy Shay)",Timothy Shay Arthur,male,American,1809.0,1885.0,"Wikipedia, OpenLibrary",True,1
2182,"Tincker, Mary Agnes",Mary Agnes Tincker,female,American,1831.0,1907.0,"Wikipedia, OpenLibrary",True,1
2183,"Beebe, William",William Beebe,male,American,1877.0,1962.0,Wikipedia,True,1
2184,"Montgomery, Frances Trego",Frances Trego Montgomery,female,American,1858.0,1925.0,"Wikipedia, Wikidata",True,1
2185,"Farningham, Marianne",Marianne Farningham,female,British,1834.0,1909.0,"Wikipedia, OpenLibrary",True,1
2186,"Stahl, Clarence Victor",Clarence Victor Stahl,,,1885.0,,OpenLibrary,True,1
2187,"Wyllarde, Dolf",Dolf Wyllarde,female,"English, British",1871.0,1950.0,"Wikipedia, Wikidata",True,1
2188,"Dixie, Florence, Lady","Florence, Dixie",female,Scottish,1855.0,1905.0,Wikipedia,True,1
2189,"Portor, Laura Spencer",Laura Spencer Portor,female,American,1872.0,1957.0,"Wikipedia, Wikidata",True,1
2190,"MacCallum, Mungo William, Sir","Mungo William, MacCallum",male,,1854.0,1942.0,OpenLibrary,True,1
2191,"Mathews, F. Schuyler (Ferdinand Schuyler)",Ferdinand Schuyler Mathews,male,American,1854.0,1938.0,"OpenLibrary, Wikidata",True,1
2192,"Gallup, Elizabeth Wells",Elizabeth Wells Gallup,female,American,1848.0,1934.0,"Wikipedia, Wikidata",True,1
2193,"Seiler, George P.",George P. Seiler,,,,,,False,1
2194,"Fox-Davies, Arthur Charles",Arthur Charles Fox-Davies,male,British,1871.0,1928.0,"Wikipedia, OpenLibrary",True,1
2195,"Crowley, Aleister",Aleister Crowley,male,English,1875.0,1947.0,Wikipedia,True,1
2196,"Leiber, Fritz",Fritz Leiber,male,American,1910.0,1992.0,"Wikipedia, OpenLibrary",True,1
2197,"Stanley, Caroline Abbot",Caroline Abbot Stanley,female,American,1849.0,1919.0,"Wikipedia, OpenLibrary",True,1
2198,"Dudeney, Henry, Mrs.","Henry, Dudeney",female,English,1857.0,1930.0,Wikipedia,True,1
2199,"Burrell, David De Forest",David De Forest Burrell,male,American,1970.0,2015.0,Wikipedia,True,1
2200,"Warden, Gertrude",Gertrude Warden,female,English,1859.0,1925.0,Wikipedia,True,1
2201,"Denison, Thomas S. (Thomas Stewart)",Thomas Stewart Denison,male,American,1848.0,1911.0,Wikipedia,True,1
2202,"Martineau, Harriet",Harriet Martineau,female,English,1802.0,1876.0,Wikipedia,True,1
2203,"Greene, Homer",Homer Greene,male,American,2000.0,1940.0,"Wikipedia, OpenLibrary",True,1
2204,"Howard, Robert E. (Robert Ervin)",Robert Ervin Howard,male,American,1906.0,1936.0,Wikipedia,True,1
2205,"Blanco White, Amber Reeves",Amber Reeves Blanco White,female,"British, New Zealand",1887.0,1981.0,"Wikipedia, OpenLibrary",True,1
2206,"Hodder-Williams, J. E. (John Ernest) ",John Ernest Hodder-Williams,male,,1876.0,1927.0,"OpenLibrary, Wikidata",True,1
2207," Chesterton, G. K. (Gilbert Keith)",Gilbert Keith Chesterton,male,English,1874.0,1936.0,Wikipedia,True,1
2208,"Mew, Charlotte Mary",Charlotte Mary Mew,female,English,1869.0,1928.0,"Wikipedia, Wikidata",True,1
2209,"Paternoster, G. Sidney",G. Sidney Paternoster,female,"Irish-American, Irish, American",1880.0,1959.0,Wikipedia,True,1
2210,"Lubbock, Percy",Percy Lubbock,male,http://www.wikidata.org/.well-known/genid/c165edea428e2d131dbd13d4cd84fe4c,1879.0,1965.0,"OpenLibrary, Wikidata",True,1
2211,"Earle, Alice Morse",Alice Morse Earle,female,American,1851.0,1911.0,"Wikipedia, Wikidata",True,1
2212,"Guttenberg, Violet",Violet Guttenberg,female,United Kingdom,1880.0,,Wikidata,True,1
2213,"Cranston, Ruth",Ruth Cranston,female,American,1887.0,1956.0,"Wikipedia, Wikidata",True,1
2214,"Roberts, William James",William James Roberts,male,,1873.0,1941.0,"OpenLibrary, Wikidata",True,1
2215,"Haggard, Andrew",Andrew Haggard,male,American,1937.0,2016.0,Wikipedia,True,1
2216,"Naylor, J. B. (James Ball)",James Ball Naylor,male,American,1860.0,1945.0,Wikipedia,True,1
2217,"Favenc, Ernest",Ernest Favenc,male,Australian,1846.0,1908.0,"Wikipedia, OpenLibrary, Wikidata",True,1
2218,"Hemyng, Bracebridge",Bracebridge Hemyng,male,English,1841.0,1901.0,"Wikipedia, OpenLibrary",True,1
2219,"Houstoun, Mrs. (Matilda Charlotte)",Matilda Charlotte Houstoun,female,"English, American",1811.0,1892.0,"Wikipedia, Wikidata",True,1
